"Y","M","D","T","TM","Tm","H","PP","VV"
1994,12,13,10.234,20.9,4.4,75,2.1,13.3
1994,12,14,8.734,18.9,3,80,2.1,10.6
1994,12,15,7.134,9.9,5,96,2.1,3.3
1994,12,16,5.734,10.9,3.8,88,2.1,6.9
1994,12,17,7.134,12.9,2.4,83,2.1,10.6
1994,12,18,4.734,8.9,1,94,3.12,3.8
1994,12,19,6.734,11.9,3.2,73,2.1,9.6
1994,12,20,4.234,12.9,-1.5,73,2.1,12.2
1994,12,21,3.834,12.5,-2.4,83,2.1,10.9
1994,12,22,7.034,12.9,3.2,64,2.1,12
1994,12,23,4.434,9.9,2,53,2.1,16.7
1994,12,24,0.734,8.9,-5,70,2.1,13
1994,12,25,0.334,8.9,-5,73,2.1,12.2
1994,12,26,-0.666,7.9,-5.6,79,2.1,11.5
1994,12,27,0.134,8.1,-5,77,2.1,7.5
1994,12,28,0.734,9.9,-5,81,2.1,8.3
1994,12,29,0.434,5.1,-3.6,95,2.1,3.8
1994,12,30,10.234,16.9,3.5,88,2.1,8.6
1994,12,31,14.134,17.3,13,83,2.1,12.8
1995,1,1,8.734,15.9,3,66,6.16,14.4
1995,1,2,5.434,11.9,2,56,2.1,14.8
1995,1,3,2.234,9.3,-3,77,2.1,12.2
1995,1,4,3.834,10.9,-1.4,79,2.1,10.4
1995,1,5,7.234,13.9,3.4,80,2.1,11.5
1995,1,6,9.234,14.4,4,61,2.1,14.6
1995,1,7,7.534,12.9,6,55,2.1,12.7
1995,1,8,5.734,13.9,-1,60,2.1,11.7
1995,1,9,7.134,13.9,2.4,64,2.1,14
1995,1,10,4.934,13.9,-1.1,66,2.1,11.5
1995,1,11,5.134,15.9,-1,69,2.1,12.3
1995,1,12,8.934,15.2,1.3,59,2.1,15.7
1995,1,13,4.234,13.4,-3,51,2.1,15.6
1995,1,14,3.734,14.3,-3.5,50,2.1,13.6
1995,1,15,4.334,16.3,-2.8,61,2.1,13.1
1995,1,16,4.234,13.9,-2.4,67,2.1,11.7
1995,1,17,5.434,11.9,-4,86,2.1,10.1
1995,1,18,10.134,12.9,6,66,9.21,13.3
1995,1,19,5.934,10.9,1.8,81,2.1,14.8
1995,1,20,8.334,12.9,4,71,2.35,14.1
1995,1,21,5.434,12.3,1.2,78,2.1,12.2
1995,1,22,6.734,11.9,3.9,87,2.1,11.5
1995,1,23,9.434,13.9,3.2,88,2.1,12.3
1995,1,24,13.734,18.9,11.6,87,2.1,13
1995,1,25,13.734,17.9,11,77,2.1,13.5
1995,1,26,11.834,16.9,9,79,2.1,13.5
1995,1,27,8.934,14.1,7,85,2.1,8.5
1995,1,28,10.034,16.4,7,81,2.1,14
1995,1,29,8.234,12.9,2.6,92,4.13,7.8
1995,1,30,12.034,16.9,9,84,2.1,13.1
1995,1,31,6.734,9.9,5,97,2.1,3.5
1995,2,1,6.834,10.4,6,94,2.1,4
1995,2,2,8.334,14.9,6,82,2.1,6.1
1995,2,3,7.834,16.4,2,61,2.1,12.5
1995,2,4,7.034,18.9,-1,65,2.1,13.3
1995,2,5,8.334,21.9,-0.5,62,2.1,14
1995,2,6,8.834,19.9,2,64,2.1,11.4
1995,2,7,6.134,14.3,0,86,2.1,7.4
1995,2,8,9.334,13.9,4,85,2.1,8.8
1995,2,9,12.334,15.9,10,81,2.61,14
1995,2,10,8.934,12.1,7,80,5.4,13.3
1995,2,11,6.434,13.9,-0.2,73,2.1,13.6
1995,2,12,8.234,10.4,7,92,22.42,9
1995,2,13,11.934,16.9,9,84,15.05,11.2
1995,2,14,15.234,18.7,14,84,2.1,12.3
1995,2,15,14.634,18.3,13.6,76,2.1,12.3
1995,2,16,12.334,17.9,9.8,81,2.1,10.4
1995,2,17,11.634,17.4,6.4,84,2.1,10.6
1995,2,18,9.734,13.9,6,52,3.12,14.9
1995,2,19,7.734,16.9,1.6,63,2.1,14.8
1995,2,20,9.234,19.9,0.8,67,2.1,12.8
1995,2,21,10.534,18.9,6,69,2.1,12.7
1995,2,22,8.034,14.6,4.5,62,2.1,14.6
1995,2,23,6.934,16.1,0.6,63,2.1,13.8
1995,2,24,13.634,22.1,7,63,2.1,15.6
1995,2,25,13.734,18.9,9.5,69,2.1,14.8
1995,2,26,7.334,11.9,5,56,3.12,12.2
1995,2,27,6.734,12.9,4.5,47,2.1,14
1995,2,28,6.934,14.7,0.2,45,2.1,14.6
1995,3,1,10.734,20.2,2,45,2.1,14
1995,3,2,8.634,15.9,1,57,2.1,13.3
1995,3,3,9.134,14.3,5.6,59,2.1,13.1
1995,3,4,9.234,14.9,4,48,2.1,13.1
1995,3,5,13.734,18.9,11,70,2.1,12.8
1995,3,6,11.634,15.9,7,56,2.1,13.8
1995,3,7,6.934,13.9,0,53,2.1,13.3
1995,3,8,7.934,12.9,3.4,52,2.1,15.7
1995,3,9,7.934,17.9,-1.5,56,2.1,15.7
1995,3,10,10.134,16.9,3.6,68,2.35,12
1995,3,11,13.234,19.1,10.8,67,2.1,12.2
1995,3,12,15.034,23.2,11,46,2.1,14.1
1995,3,13,12.734,20.9,8,61,8.2,13
1995,3,14,11.334,21.1,2.8,53,2.1,14.4
1995,3,15,11.134,21.9,1,50,2.1,12
1995,3,16,10.834,17.9,4.8,49,2.1,15.6
1995,3,17,10.434,20.7,1,56,2.1,13.5
1995,3,18,11.734,22.6,3,57,2.1,13
1995,3,19,12.734,23.4,2.6,52,2.1,14.1
1995,3,20,13.334,22.9,4,53,2.1,12.7
1995,3,21,13.134,21.9,4.6,51,2.1,12.2
1995,3,22,12.034,21.5,4,50,2.1,12.8
1995,3,23,10.634,19.9,2.4,54,2.1,12
1995,3,24,12.734,23.9,3.2,44,2.1,13.3
1995,3,25,15.434,24.3,8.2,43,2.1,12
1995,3,26,16.334,24.5,8.6,38,2.1,13.8
1995,3,27,15.034,23.9,5,43,2.1,14.1
1995,3,28,15.434,21.9,10,46,2.1,13.6
1995,3,29,15.334,22.9,7,52,2.1,12.8
1995,3,30,13.234,19.9,8,39,2.1,15.9
1995,3,31,11.234,20.4,2.2,36,2.1,14.1
1995,4,1,13.434,23.9,3,39,2.1,13.3
1995,4,2,15.234,25.3,5.2,46,2.1,15.7
1995,4,3,15.334,25.3,6,45,2.1,15.9
1995,4,4,15.534,25.3,6,42,2.1,13.1
1995,4,5,16.634,26.9,6,41,2.1,14.3
1995,4,6,18.834,27.4,8,38,2.1,13
1995,4,7,18.634,28.9,8,34,2.1,14
1995,4,8,18.834,28.4,9,42,2.1,16.4
1995,4,9,19.934,30.5,10.2,40,2.1,15.6
1995,4,10,19.834,29.9,11,39,2.1,14
1995,4,11,19.334,29.9,9,38,2.1,14.3
1995,4,12,20.334,30.3,9.6,41,2.1,14.6
1995,4,13,19.434,28.3,12.6,38,2.1,12.2
1995,4,14,15.934,23.4,10.8,44,2.1,14.3
1995,4,15,15.734,23.9,10.2,38,2.1,15.7
1995,4,16,13.934,21.1,8,47,2.1,12
1995,4,17,15.434,25.4,5,48,2.1,14.9
1995,4,18,18.334,27.9,7,42,2.1,15.7
1995,4,19,17.934,23.9,8,42,2.1,13.8
1995,4,20,13.034,19.9,8,46,2.1,14.4
1995,4,21,8.334,13.9,4,47,2.1,15.9
1995,4,22,7.134,13.9,2.6,61,2.1,12.3
1995,4,23,6.234,12.9,-1,66,2.61,13.1
1995,4,24,7.734,13.9,3.8,64,2.1,13.8
1995,4,25,8.834,17.1,0.2,50,2.1,14
1995,4,26,11.634,20.5,1.5,40,2.1,14.8
1995,4,27,9.834,12.9,7,79,2.61,10.1
1995,4,28,14.234,20.4,11.4,72,2.1,11.9
1995,4,29,17.934,26.4,11,54,2.1,12.2
1995,4,30,19.734,28.4,11,46,2.1,11.9
1995,5,1,20.834,29.7,13.6,45,2.1,14.1
1995,5,2,19.234,29.9,14.4,58,16.07,14.1
1995,5,3,19.734,27.7,14.8,53,2.1,12.2
1995,5,4,20.434,28.9,13,48,2.1,13.3
1995,5,5,21.134,29.4,12,35,2.1,14.8
1995,5,6,20.334,26.9,15,35,2.1,15.2
1995,5,7,21.934,29.9,14.6,40,2.1,15.1
1995,5,8,21.134,30.9,16,59,7.18,13.3
1995,5,9,20.034,27.1,14.4,61,9.97,16.2
1995,5,10,19.834,25.9,15.8,60,14.04,12.3
1995,5,11,16.934,22.1,13,52,3.62,14
1995,5,12,14.734,20.4,10.5,47,6.16,15.2
1995,5,13,14.034,22.6,6.5,39,2.1,14.3
1995,5,14,17.934,26.1,11,44,2.1,12.5
1995,5,15,20.934,27.9,16,56,2.1,15.2
1995,5,16,20.534,24.9,18.8,53,2.1,14.8
1995,5,17,21.534,28.9,15.6,43,2.1,14.8
1995,5,18,21.334,27.4,18.6,52,2.35,13
1995,5,19,20.134,27.9,12,52,2.1,13.8
1995,5,20,20.034,28.9,14,45,2.1,15.6
1995,5,21,19.334,28.9,8.5,36,2.1,15.2
1995,5,22,21.034,27.9,15.2,43,2.1,11.9
1995,5,23,21.834,31.5,12.2,39,2.1,14.1
1995,5,24,21.634,28.9,14.7,41,2.1,13.6
1995,5,25,20.234,25.9,14,42,2.1,13.1
1995,5,26,19.934,29.4,11,41,2.1,16.2
1995,5,27,22.134,31.4,11.5,36,2.1,15.4
1995,5,28,24.834,33.9,14.4,37,2.1,16.2
1995,5,29,24.234,33.3,16,38,2.1,14.9
1995,5,30,18.634,25.9,14,42,2.1,16.2
1995,5,31,17.434,24.9,10.5,41,2.1,15.9
1995,6,1,19.034,29.9,9,39,2.1,16.4
1995,6,2,22.134,30.9,14.5,42,2.1,14.8
1995,6,3,22.434,31.2,14.5,45,2.1,14.8
1995,6,4,24.734,33.7,16.6,43,2.1,16.2
1995,6,5,25.334,34.4,17.3,42,2.1,15.2
1995,6,6,24.334,32.4,17.5,44,2.1,12.8
1995,6,7,22.834,31.9,15.5,53,2.1,12.7
1995,6,8,19.934,26.9,17.2,70,18.1,11.7
1995,6,9,20.834,27.9,15.5,65,2.1,13
1995,6,10,19.834,26.9,13.4,56,16.07,13.6
1995,6,11,20.334,28.1,12.4,42,2.1,18
1995,6,12,21.634,29.9,14,45,2.1,16.7
1995,6,13,21.834,29.7,12.5,39,2.1,14.6
1995,6,14,23.534,30.1,12.5,40,2.1,13
1995,6,15,23.234,31.9,16,47,2.1,12.2
1995,6,16,24.134,31.9,16.4,46,3.12,13.5
1995,6,17,25.634,33.1,16.7,36,2.1,14.8
1995,6,18,26.634,35.4,16.2,36,2.1,14.8
1995,6,19,28.334,36.4,20.4,36,2.1,14.3
1995,6,20,26.234,31.9,23,41,2.1,12.2
1995,6,21,25.634,34.4,18,48,2.1,13.5
1995,6,22,27.634,35.9,19.7,44,2.1,13.3
1995,6,23,27.734,35.3,20.6,45,2.1,12.2
1995,6,24,25.134,33.8,18.2,49,2.35,10.7
1995,6,25,21.134,28.1,18,70,23.18,12
1995,6,26,20.934,25.9,17,59,9.97,12.7
1995,6,27,22.634,29.9,16.5,60,2.1,12.3
1995,6,28,22.834,28.9,16.5,57,2.35,13.1
1995,6,29,23.934,32.3,17.4,59,5.15,13.5
1995,6,30,23.534,32.9,19,64,2.1,12
1995,7,1,24.634,29.9,18,53,12.01,12.8
1995,7,2,22.734,27.9,17.8,44,2.1,12.2
1995,7,3,21.634,26.9,18.5,49,2.1,14
1995,7,4,21.734,27.9,16.5,41,2.1,14.1
1995,7,5,22.534,29.9,14.8,42,2.1,16.4
1995,7,6,25.134,33.9,16,41,2.1,12.5
1995,7,7,27.234,34.9,18.5,36,2.1,13.1
1995,7,8,27.134,32.9,22,39,2.1,12.3
1995,7,9,26.134,33.2,19,46,2.1,14.6
1995,7,10,24.634,31.9,22,58,8.2,13
1995,7,11,24.534,32.4,17,48,2.1,13.8
1995,7,12,26.234,33.9,17,43,2.1,15.2
1995,7,13,25.934,32.3,20.4,44,2.1,14
1995,7,14,25.034,32.9,17.6,43,2.1,14.8
1995,7,15,26.334,35.4,18,46,2.1,16
1995,7,16,29.634,38.1,20,42,2.1,17.2
1995,7,17,31.234,39.7,22.4,38,2.1,16.2
1995,7,18,31.534,40.9,23.5,38,2.1,14.6
1995,7,19,32.434,42.1,23.6,35,2.1,13.3
1995,7,20,33.134,42.7,24.8,33,2.1,11.4
1995,7,21,32.934,41.9,22.6,33,2.1,12.7
1995,7,22,31.834,41.9,22,30,2.1,12.8
1995,7,23,30.834,40.9,21.5,39,2.1,12.8
1995,7,24,32.534,44.1,21.8,32,2.1,12.7
1995,7,25,29.834,34.5,28,39,2.1,12.8
1995,7,26,26.134,33.3,19,39,2.1,11.9
1995,7,27,27.834,36.9,18.5,32,2.1,15.1
1995,7,28,30.034,39.7,22,36,2.1,14.4
1995,7,29,31.634,40.9,21.2,30,2.1,15.4
1995,7,30,31.134,39.9,24,33,2.1,14
1995,7,31,29.634,38.5,20.4,37,2.1,14.9
1995,8,1,29.934,37.7,22.2,37,2.1,12.3
1995,8,2,29.434,36.9,23,40,2.1,12.5
1995,8,3,28.134,34.9,19,32,2.1,13.3
1995,8,4,25.934,32.9,17,33,2.1,15.9
1995,8,5,26.534,33.9,21,43,2.1,14.4
1995,8,6,26.434,34.3,19.2,44,2.1,14.4
1995,8,7,26.634,33.9,19.4,42,2.1,15.7
1995,8,8,26.234,34.4,20,48,2.1,15.1
1995,8,9,27.134,32.9,23,55,2.1,13.8
1995,8,10,25.434,33.9,19.4,56,4.13,16
1995,8,11,28.034,35.9,20,47,2.1,15.2
1995,8,12,29.634,38.9,20.5,42,2.1,13.1
1995,8,13,30.334,38.9,23.4,37,2.1,15.9
1995,8,14,27.834,35.5,21.8,45,2.1,14.1
1995,8,15,28.134,36.9,21,42,2.1,14
1995,8,16,29.234,39.3,22,43,2.1,13.1
1995,8,17,29.334,37.4,21.5,34,2.1,12.3
1995,8,18,27.134,35.7,18.6,35,2.1,11.7
1995,8,19,27.834,34.9,21.4,44,2.1,11.9
1995,8,20,27.134,34.9,22,49,2.1,12
1995,8,21,24.134,31.3,20,54,2.1,12.5
1995,8,22,22.634,29.9,17.4,57,6.16,12.8
1995,8,23,23.334,31.6,18.2,58,2.1,14.3
1995,8,24,24.834,31.9,18.2,48,2.1,12.7
1995,8,25,24.334,33.9,16.2,43,2.1,16
1995,8,26,25.834,34.3,18.2,42,2.1,15.7
1995,8,27,26.734,35.5,12,40,2.1,17.5
1995,8,28,25.334,34.4,18.4,40,2.1,15.9
1995,8,29,23.434,33.9,15,41,2.1,14.9
1995,8,30,25.034,33.9,15.8,33,2.1,11.9
1995,8,31,25.734,33.5,19,43,2.1,14
1995,9,1,25.934,34.3,18.5,44,2.1,13.3
1995,9,2,27.434,34.9,21,42,2.1,14.3
1995,9,3,26.734,32.9,20.6,48,2.1,13.3
1995,9,4,22.534,27.9,18,57,2.61,12.2
1995,9,5,18.334,23.9,14.6,67,2.1,12.2
1995,9,6,20.434,23.9,17.4,68,2.1,13.3
1995,9,7,21.734,26.9,18.5,53,2.1,14.6
1995,9,8,20.134,26.9,14.5,45,2.1,16
1995,9,9,20.334,29.4,10.5,45,2.1,14.1
1995,9,10,21.134,28.7,13.4,51,2.1,13
1995,9,11,22.234,28.9,15.6,54,2.1,15.4
1995,9,12,20.134,25.9,14,47,2.1,14.6
1995,9,13,18.934,24.9,12,43,2.1,14.8
1995,9,14,20.634,29.3,11.2,45,2.1,16.2
1995,9,15,21.034,27.3,15,45,2.1,14.6
1995,9,16,19.634,26.1,14.8,45,2.1,16.4
1995,9,17,16.234,22.1,13,67,2.1,13
1995,9,18,16.134,21.9,14,76,7.18,11.5
1995,9,19,14.334,19.3,8,70,2.61,10.9
1995,9,20,16.934,22.9,12,61,2.1,12.8
1995,9,21,17.534,24.9,9.8,52,2.1,13.6
1995,9,22,18.734,24.9,13,44,2.1,15.9
1995,9,23,16.834,22.9,10,49,2.1,13.8
1995,9,24,17.334,24.9,10.4,48,2.1,14.6
1995,9,25,16.934,22.9,12,49,2.1,14.9
1995,9,26,15.434,23.9,9,40,2.1,14.4
1995,9,27,16.934,26.9,6,41,2.1,14.8
1995,9,28,19.534,29.9,9,46,2.1,13.1
1995,9,29,22.034,30.5,13.6,50,2.1,14.1
1995,9,30,22.034,29.9,14.6,48,2.1,14.3
1995,10,1,22.434,30.9,14,49,2.1,13.6
1995,10,2,21.734,30.2,15,51,2.1,14.3
1995,10,3,23.134,29.4,17.8,51,2.1,14.4
1995,10,4,20.634,27.3,14,52,2.1,12.8
1995,10,5,19.334,24.5,15,54,2.1,14
1995,10,6,19.334,26.9,11.6,56,2.1,14.1
1995,10,7,19.534,27.9,13,56,2.1,12.7
1995,10,8,19.434,27.3,11.8,58,2.1,14.9
1995,10,9,19.534,27.9,12.8,60,2.1,13
1995,10,10,19.834,28.9,11.2,50,2.1,14
1995,10,11,19.434,25.3,14.6,59,2.1,12
1995,10,12,19.234,24.9,14.8,56,2.1,13.5
1995,10,13,17.334,24.9,10,56,2.1,12.8
1995,10,14,16.334,21.9,12,73,6.16,12.5
1995,10,15,16.534,24.3,10,64,2.1,12.5
1995,10,16,15.834,24.9,9,59,2.1,11.7
1995,10,17,16.434,26.9,8,57,2.1,11.4
1995,10,18,18.234,28.3,9,52,2.1,13.8
1995,10,19,20.234,28.1,12,50,2.1,13.6
1995,10,20,17.634,25.1,11.4,54,2.1,14.4
1995,10,21,16.134,23.4,10.4,60,2.1,12.2
1995,10,22,15.834,23.9,10,56,2.1,12.3
1995,10,23,15.934,23.9,10,54,2.1,13.1
1995,10,24,16.134,19.3,14.8,79,5.66,11.1
1995,10,25,17.834,23,16.6,79,2.1,10.6
1995,10,26,16.634,23.9,14,73,2.1,11.7
1995,10,27,17.634,26.6,10.8,60,2.1,11.7
1995,10,28,18.234,25.9,13,61,2.1,13.1
1995,10,29,15.334,21.9,10,65,2.1,12.5
1995,10,30,13.734,22.3,7.6,63,2.1,12.2
1995,10,31,14.534,23,10.2,62,2.1,13.1
1995,11,1,16.034,23.6,10.7,64,2.1,13.1
1995,11,2,16.534,24.7,11,62,2.1,12.7
1995,11,3,16.734,24.6,9.7,57,2.1,12.2
1995,11,4,15.834,24.5,9,55,2.1,12.2
1995,11,5,11.834,21.1,5,57,2.1,14.6
1995,11,6,12.034,20.9,6,63,2.1,14
1995,11,7,12.734,22.8,6,52,2.1,12.3
1995,11,8,13.734,26.4,5.2,40,2.1,12
1995,11,9,14.634,22.4,10,46,2.1,11.7
1995,11,10,13.334,17.9,12,86,3.12,10.4
1995,11,11,13.634,16.2,12,86,17.09,10.6
1995,11,12,10.234,13.3,8.7,82,18.1,12.7
1995,11,13,9.434,14.9,6,83,2.1,9.9
1995,11,14,9.534,13.9,7.1,87,2.1,5.9
1995,11,15,13.934,17.3,13,89,4.13,11.1
1995,11,16,13.734,16.7,13,90,206.06,9
1995,11,17,15.334,19.9,13.7,81,6.16,12.7
1995,11,18,18.334,21.8,16.8,78,3.12,11.7
1995,11,19,16.234,20.9,12.4,71,2.1,13.3
1995,11,20,14.034,21.3,11,86,2.1,9.4
1995,11,21,14.234,20.5,11,76,2.1,11.5
1995,11,22,13.534,16.9,12.1,62,2.1,13.1
1995,11,23,12.834,17.9,11,65,2.1,13.1
1995,11,24,9.834,15.9,5,77,2.1,12.5
1995,11,25,8.834,11.9,5.6,96,15.05,9.4
1995,11,26,8.934,11.9,6,63,2.1,13.6
1995,11,27,8.234,13.9,5,82,2.1,12.7
1995,11,28,8.134,12.9,5.2,90,2.1,12
1995,11,29,9.134,14.1,3.6,80,2.1,12.5
1995,11,30,10.334,12.9,9,91,6.16,10.9
1995,12,1,9.434,14.9,7,91,2.1,5.9
1995,12,2,7.834,13.9,2.4,84,2.1,8.6
1995,12,3,8.934,14.9,5.6,91,2.1,5.7
1995,12,4,8.834,13.9,3.2,70,2.1,10.7
1995,12,5,9.934,13.9,7,64,2.1,14
1995,12,6,5.734,10.9,2,80,2.1,13
1995,12,7,6.834,8.9,6.2,98,7.18,8.2
1995,12,8,8.234,10.9,7.6,92,5.15,6.4
1995,12,9,9.234,12.9,7.8,85,2.1,11.9
1995,12,10,11.134,15.9,8,73,2.1,12.2
1995,12,11,8.934,15.1,6,81,2.1,14.6
1995,12,12,8.634,15.9,3.9,82,2.1,13.1
1995,12,13,5.234,10.9,0.5,89,2.1,9.3
1995,12,14,3.934,7.9,2,53,2.1,14.1
1995,12,15,3.434,6.9,1.2,90,18.1,8.3
1995,12,16,8.134,11.9,6,89,5.15,8
1995,12,17,8.034,12.9,6,86,5.15,8.6
1995,12,18,5.934,12.4,2,92,2.1,9.4
1995,12,19,7.434,11.9,1,94,2.1,10.1
1995,12,20,11.234,13.9,8.5,93,2.1,6.2
1995,12,21,12.134,20.9,11,87,2.1,7.8
1995,12,22,12.934,16.9,9.8,91,14.04,8.8
1995,12,23,14.034,17.1,13.2,89,10.48,11.4
1995,12,24,15.834,18.1,13.5,87,2.1,13.3
1995,12,25,15.334,17.3,15,88,3.12,11.7
1995,12,26,13.834,16.4,12.4,73,10.23,12.7
1995,12,27,10.734,12.9,8.5,88,8.2,11.5
1995,12,28,12.334,15.9,10,79,2.1,13.8
1995,12,29,10.034,12.1,9.6,96,9.97,8.3
1995,12,30,12.534,15.9,10.8,92,23.18,11.7
1995,12,31,12.334,15.9,10,80,3.12,13.8
