Y',M',D',T',TM',Tm',H',PP',VV'
1995,9,1,24.9,32.4,16.5,43,0,11.9
1995,9,2,26.4,33,19,41,0,12.9
1995,9,3,25.7,31,18.6,47,0,11.9
1995,9,4,21.5,26,16,56,0.51,10.8
1995,9,5,17.3,22,12.6,66,0,10.8
1995,9,6,19.4,22,15.4,67,0,11.9
1995,9,7,20.7,25,16.5,52,0,13.2
1995,9,8,19.1,25,12.5,44,0,14.6
1995,9,9,19.3,27.5,8.5,44,0,12.7
1995,9,10,20.1,26.8,11.4,50,0,11.6
1995,9,11,21.2,27,13.6,53,0,14
1995,9,12,19.1,24,12,46,0,13.2
1995,9,13,17.9,23,10,42,0,13.4
1995,9,14,19.6,27.4,9.2,44,0,14.8
1995,9,15,20,25.4,13,44,0,13.2
1995,9,16,18.6,24.2,12.8,44,0,15
1995,9,17,15.2,20.2,11,66,0,11.6
1995,9,18,15.1,20,12,75,5.08,10.1
1995,9,19,13.3,17.4,6,69,0.51,9.5
1995,9,20,15.9,21,10,60,0,11.4
1995,9,21,16.5,23,7.8,51,0,12.2
1995,9,22,17.7,23,11,43,0,14.5
1995,9,23,15.8,21,8,48,0,12.4
1995,9,24,16.3,23,8.4,47,0,13.2
1995,9,25,15.9,21,10,48,0,13.5
1995,9,26,14.4,22,7,39,0,13
1995,9,27,15.9,25,4,40,0,13.4
1995,9,28,18.5,28,7,45,0,11.7
1995,9,29,21,28.6,11.6,49,0,12.7
1995,9,30,21,28,12.6,47,0,12.9
1995,10,1,21.4,29,12,48,0,12.2
1995,10,2,20.7,28.3,13,50,0,12.9
1995,10,3,22.1,27.5,15.8,50,0,13
1995,10,4,19.6,25.4,12,51,0,11.4
1995,10,5,18.3,22.6,13,53,0,12.6
1995,10,6,18.3,25,9.6,55,0,12.7
1995,10,7,18.5,26,11,55,0,11.3
1995,10,8,18.4,25.4,9.8,57,0,13.5
1995,10,9,18.5,26,10.8,59,0,11.6
1995,10,10,18.8,27,9.2,49,0,12.6
1995,10,11,18.4,23.4,12.6,58,0,10.6
1995,10,12,18.2,23,12.8,55,0,12.1
1995,10,13,16.3,23,8,55,0,11.4
1995,10,14,15.3,20,10,72,4.06,11.1
1995,10,15,15.5,22.4,8,63,0,11.1
1995,10,16,14.8,23,7,58,0,10.3
1995,10,17,15.4,25,6,56,0,10
1995,10,18,17.2,26.4,7,51,0,12.4
1995,10,19,19.2,26.2,10,49,0,12.2
1995,10,20,16.6,23.2,9.4,53,0,13
1995,10,21,15.1,21.5,8.4,59,0,10.8
1995,10,22,14.8,22,8,55,0,10.9
1995,10,23,14.9,22,8,53,0,11.7
1995,10,24,15.1,17.4,12.8,78,3.56,9.7
1995,10,25,16.8,21.1,14.6,78,0,9.2
1995,10,26,15.6,22,12,72,0,10.3
1995,10,27,16.6,24.7,8.8,59,0,10.3
1995,10,28,17.2,24,11,60,0,11.7
1995,10,29,14.3,20,8,64,0,11.1
1995,10,30,12.7,20.4,5.6,62,0,10.8
1995,10,31,13.5,21.1,8.2,61,0,11.7
1995,11,1,15,21.7,8.7,63,0,11.7
1995,11,2,15.5,22.8,9,61,0,11.3
1995,11,3,15.7,22.7,7.7,56,0,10.8
1995,11,4,14.8,22.6,7,54,0,10.8
1995,11,5,10.8,19.2,3,56,0,13.2
1995,11,6,11,19,4,62,0,12.6
1995,11,7,11.7,20.9,4,51,0,10.9
1995,11,8,12.7,24.5,3.2,39,0,10.6
1995,11,9,13.6,20.5,8,45,0,10.3
1995,11,10,12.3,16,10,85,1.02,9
1995,11,11,12.6,14.3,10,85,14.99,9.2
1995,11,12,9.2,11.4,6.7,81,16,11.3
1995,11,13,8.4,13,4,82,0,8.5
1995,11,14,8.5,12,5.1,86,0,4.5
1995,11,15,12.9,15.4,11,88,2.03,9.7
1995,11,16,12.7,14.8,11,89,203.96,7.6
1995,11,17,14.3,18,11.7,80,4.06,11.3
1995,11,18,17.3,19.9,14.8,77,1.02,10.3
1995,11,19,15.2,19,10.4,70,0,11.9
1995,11,20,13,19.4,9,85,0,8
1995,11,21,13.2,18.6,9,75,0,10.1
1995,11,22,12.5,15,10.1,61,0,11.7
1995,11,23,11.8,16,9,64,0,11.7
1995,11,24,8.8,14,3,76,0,11.1
1995,11,25,7.8,10,3.6,95,12.95,8
1995,11,26,7.9,10,4,62,0,12.2
1995,11,27,7.2,12,3,81,0,11.3
1995,11,28,7.1,11,3.2,89,0,10.6
1995,11,29,8.1,12.2,1.6,79,0,11.1
1995,11,30,9.3,11,7,90,4.06,9.5
1995,12,1,8.4,13,5,90,0,4.5
1995,12,2,6.8,12,0.4,83,0,7.2
1995,12,3,7.9,13,3.6,90,0,4.3
1995,12,4,7.8,12,1.2,69,0,9.3
1995,12,5,8.9,12,5,63,0,12.6
1995,12,6,4.7,9,0,79,0,11.6
1995,12,7,5.8,7,4.2,97,5.08,6.8
1995,12,8,7.2,9,5.6,91,3.05,5
1995,12,9,8.2,11,5.8,84,0,10.5
1995,12,10,10.1,14,6,72,0,10.8
1995,12,11,7.9,13.2,4,80,0,13.2
1995,12,12,7.6,14,1.9,81,0,11.7
1995,12,13,4.2,9,-1.5,88,0,7.9
1995,12,14,2.9,6,0,52,0,12.7
1995,12,15,2.4,5,-0.8,89,16,6.9
1995,12,16,7.1,10,4,88,3.05,6.6
1995,12,17,7,11,4,85,3.05,7.2
1995,12,18,4.9,10.5,0,91,0,8
1995,12,19,6.4,10,-1,93,0,8.7
1995,12,20,10.2,12,6.5,92,0,4.8
1995,12,21,11.1,19,9,86,0,6.4
1995,12,22,11.9,15,7.8,90,11.94,7.4
1995,12,23,13,15.2,11.2,88,8.38,10
1995,12,24,14.8,16.2,11.5,86,0,11.9
1995,12,25,14.3,15.4,13,87,1.02,10.3
1995,12,26,12.8,14.5,10.4,72,8.13,11.3
1995,12,27,9.7,11,6.5,87,6.1,10.1
1995,12,28,11.3,14,8,78,0,12.4
1995,12,29,9,10.2,7.6,95,7.87,6.9
1995,12,30,11.5,14,8.8,91,21.08,10.3
1995,12,31,11.3,14,8,79,1.02,12.4
